c_ClaveProdServ,Descripción,Fecha Inicio Vigencia,Fecha Fin Vigencia,Incluir IVA trasladado,Incluir IEPS trasladado
53102706,Uniformes de personal de seguridad,10/1/2016,,Opcional,No
53102707,Batas de doctor,10/1/2016,,Opcional,No
53102708,Uniformes de enfermera,10/1/2016,,Opcional,No
53102709,Uniformes de personal de ambulancias,10/1/2016,,Opcional,No
53102710,Uniformes corporativos,10/1/2016,,Opcional,No
53102711,Batas para personal de peluquerías,10/1/2016,,Opcional,No
53102712,Uniformes de paramédicos,10/1/2016,,Opcional,No
53102713,Uniformes de acomodadores,10/1/2016,,Opcional,No
53102714,Togas judiciales,10/1/2016,,Opcional,No
53102715,Uniformes de oficiales de cárceles,10/1/2016,,Opcional,No
53102716,Uniformes de presos,10/1/2016,,Opcional,No
53102800,Trajes de baño,10/1/2016,,Opcional,No
53102801,Vestidos de baño para hombre,10/1/2016,,Opcional,No
53102802,Vestidos de baño para mujer,10/1/2016,,Opcional,No
53102803,Vestidos de baño para niño,10/1/2016,,Opcional,No
53102804,Vestidos de baño para niña,10/1/2016,,Opcional,No
53102805,Vestidos de baño para bebé,10/1/2016,,Opcional,No
53102900,Prendas de deporte,10/1/2016,,Opcional,No
53102901,Ropa atlética para mujer,10/1/2016,,Opcional,No
53102902,Ropa atlética para hombre,10/1/2016,,Opcional,No
53102903,Ropa atlética para niño,10/1/2016,,Opcional,No
53102904,Ropa atlética para niña,10/1/2016,,Opcional,No
53103000,Camisetas,10/1/2016,,Opcional,No
53103001,Camisetas (t-shirts) para hombre,10/1/2016,,Opcional,No
53103100,Chalecos,10/1/2016,,Opcional,No
53103101,Chalecos para hombre,10/1/2016,,Opcional,No
53103200,Ropas desechables,10/1/2016,,Opcional,No
53103201,Bata de trabajo desechable,10/1/2016,,Opcional,No
53111500,Botas,10/1/2016,,Opcional,No
53111501,Botas para hombre,10/1/2016,,Opcional,No
53111502,Botas para mujer,10/1/2016,,Opcional,No
53111503,Botas para niño,10/1/2016,,Opcional,No
53111504,Botas para niña,10/1/2016,,Opcional,No
53111505,Botas para bebé,10/1/2016,,Opcional,No
53111600,Zapatos,10/1/2016,,Opcional,No
53111601,Zapatos para hombre,10/1/2016,,Opcional,No
53111602,Zapatos para mujer,10/1/2016,,Opcional,No
53111603,Zapatos para niño,10/1/2016,,Opcional,No
53111604,Zapatos para niña,10/1/2016,,Opcional,No
53111605,Zapatos para bebé,10/1/2016,,Opcional,No
53111700,Zapatillas,10/1/2016,,Opcional,No
53111701,Pantuflas para hombre,10/1/2016,,Opcional,No
53111702,Pantuflas para mujer,10/1/2016,,Opcional,No
53111703,Pantuflas para niño,10/1/2016,,Opcional,No
53111704,Pantuflas para niña,10/1/2016,,Opcional,No
53111705,Pantuflas para bebé,10/1/2016,,Opcional,No
53111800,Sandalias,10/1/2016,,Opcional,No
53111801,Sandalias para hombre,10/1/2016,,Opcional,No
53111802,Sandalias para mujer,10/1/2016,,Opcional,No
53111803,Sandalias para niño,10/1/2016,,Opcional,No
53111804,Sandalias para niña,10/1/2016,,Opcional,No
53111805,Sandalias para bebé,10/1/2016,,Opcional,No
53111900,Calzado deportivo,10/1/2016,,Opcional,No
53111901,Calzado atlético para hombre,10/1/2016,,Opcional,No
53111902,Calzado atlético para mujer,10/1/2016,,Opcional,No
53111903,Calzado atlético para niño,10/1/2016,,Opcional,No
53111904,Calzado atlético para niña,10/1/2016,,Opcional,No
53111905,Calzado atlético para bebé,10/1/2016,,Opcional,No
53112000,Accesorios para el calzado,10/1/2016,,Opcional,No
53112001,Calzadores,10/1/2016,,Opcional,No
53112002,Cordones para zapatos,10/1/2016,,Opcional,No
53112003,Almohadillas para talones,10/1/2016,,Opcional,No
53112004,Estirador de calzado,10/1/2016,,Opcional,No
53112005,Aparato para medir el pie,10/1/2016,,Opcional,No
53112100,Chanclos,10/1/2016,,Opcional,No
53112101,Zapatones para hombre,10/1/2016,,Opcional,No
53112102,Zapatones para mujer,10/1/2016,,Opcional,No
53112103,Zapatones para niño,10/1/2016,,Opcional,No
53112104,Zapatones para niña,10/1/2016,,Opcional,No
53112105,Zapatones para bebé,10/1/2016,,Opcional,No
53121500,Maletas,10/1/2016,,Opcional,No
53121501,Porta trajes,10/1/2016,,Opcional,No
53121502,Sets de maletas,10/1/2016,,Opcional,No
53121503,Piezas individuales de maletas,10/1/2016,,Opcional,No
53121600,"Monederos, bolsos de mano y bolsas",10/1/2016,,Opcional,No
53121601,Bolsos o carteras,10/1/2016,,Opcional,No
53121602,Tulas,10/1/2016,,Opcional,No
53121603,Morrales,10/1/2016,,Opcional,No
53121605,Monederos,10/1/2016,,Opcional,No
53121606,Estuches para labiales,10/1/2016,,Opcional,No
53121607,Cigarrilleras,10/1/2016,,Opcional,No
53121608,Bolsas para compras,10/1/2016,,Opcional,No
53121700,Carteras,10/1/2016,,Opcional,No
53121701,Maletines,10/1/2016,,Opcional,No
53121702,Maletines (“attaches”),10/1/2016,,Opcional,No
53121704,Portafolios,10/1/2016,,Opcional,No
53121705,Estuches para equipos,10/1/2016,,Opcional,No
53121706,Maletines para computador,10/1/2016,,Opcional,No
53121800,Juegos y accesorios de viaje,10/1/2016,,Opcional,No
53121801,Kits de viaje,10/1/2016,,Opcional,No
53121802,Carritos de viaje,10/1/2016,,Opcional,No
53121803,Cepillos de ropa,10/1/2016,,Opcional,No
53121804,Estuches de maquillaje o manicure,10/1/2016,,Opcional,No
53131500,Dentales,10/1/2016,,Opcional,No
53131501,Enjuague bucal,10/1/2016,,Opcional,No
53131502,Dentífrico,10/1/2016,,Opcional,No
53131503,Cepillos de dientes,10/1/2016,,Opcional,No
53131504,Seda dental,10/1/2016,,Opcional,No
53131505,Chupos o chupetes para bebé,10/1/2016,,Opcional,No
53131506,Kits dentales,10/1/2016,,Opcional,No
53131507,Palillos de dientes (mondadientes),10/1/2016,,Opcional,No
53131508,Tabletas para limpiar dentaduras postizas,10/1/2016,,Opcional,No
53131509,Refrescadores de aliento,10/1/2016,,Opcional,No
53131510,Pegante para dentaduras postizas,10/1/2016,,Opcional,No
53131600,Baño y cuerpo,10/1/2016,,Opcional,No
53131601,Gorros de baño,10/1/2016,,Opcional,No
53131602,Artículos para el cuidado del cabello,10/1/2016,,Opcional,No
53131603,Afeitadoras,10/1/2016,,Opcional,No
53131604,Cepillos o peinillas para el cabello,10/1/2016,,Opcional,No
53131605,Kits de tocador,10/1/2016,,Opcional,No
53131606,Desodorantes,10/1/2016,,Opcional,No
53131607,Lociones o aceites para manos o cuerpo,10/1/2016,,Opcional,No
53131608,Jabones,10/1/2016,,Opcional,No
53131609,Productos de protección solar,10/1/2016,,Opcional,No
53131610,Artículos para el cuidado de los ojos,10/1/2016,,Opcional,No
53131611,Cremas de afeitar,10/1/2016,,Opcional,No
53131612,Geles de baño,10/1/2016,,Opcional,No
53131613,Productos para el cuidado de la piel,10/1/2016,,Opcional,No
53131614,Productos para el cuidado de los pies,10/1/2016,,Opcional,No
53131615,Productos para la higiene femenina,10/1/2016,,Opcional,No
53131616,Cremas o lociones para farmacéuticas,10/1/2016,,Opcional,No
53131617,Implementos para la manicure,10/1/2016,,Opcional,No
53131618,Implementos para la pedicura,10/1/2016,,Opcional,No
53131619,Cosméticos,10/1/2016,,Opcional,No
53131620,Perfumes o colonias o fragancias,10/1/2016,,Opcional,No
53131621,Corta uñas,10/1/2016,,Opcional,No
53131622,Condones,10/1/2016,,Opcional,No
53131623,Productos depilatorios o para remover vello,10/1/2016,,Opcional,No
53131624,Paños limpiadores desechables,10/1/2016,,Opcional,No
53131625,Redecillas para el cabello o la barba,10/1/2016,,Opcional,No
53131626,Desinfectante de manos,10/1/2016,,Opcional,No
53131627,Limpiador de manos,10/1/2016,,Opcional,No
53131628,Champús,10/1/2016,,Opcional,No
53131629,Kits de maquillaje,10/1/2016,,Opcional,No
53131630,Bálsamo labial,10/1/2016,,Opcional,No
53131631,Tatuajes,10/1/2016,,Opcional,No
53131632,Marrones calientes,10/1/2016,,Opcional,No
53131633,Hebillas para el pelo,10/1/2016,,Opcional,No
53131634,Productos químicos protectores,10/1/2016,,Opcional,No
53131635,Brochas de afeitar,10/1/2016,,Opcional,No
53131636,Agua de rosas,10/1/2016,,Opcional,No
53131637,Almohadillas de lactancia,10/1/2016,,Opcional,No
53131638,Esmalte para uñas,10/1/2016,,Opcional,No
53131639,Protectores para incontinencia urinaria,10/1/2016,,Opcional,No
53131640,Removedor de esmalte,10/1/2016,,Opcional,No
53131641,Gelatina de petróleo,10/1/2016,,Opcional,No
53131642,Bata o capa para cortar el pelo para barberías o peluquerías,10/1/2016,,Opcional,No
53131643,Cortador de pelo eléctrico,10/1/2016,,Opcional,No
53131644,Aceites esenciales de aromaterapia,10/1/2016,,Opcional,No
53131645,Instrumento o pistola para perforar el lóbulo de la oreja,10/1/2016,,Opcional,No
53131646,Removedor de espinillas,10/1/2016,,Opcional,No
53131647,Set de higiene y cuidado personal de bebés,10/1/2016,,Opcional,No
53131700,Equipo para masaje terapéutico,10/1/2016,,Opcional,No
53131701,Unidad masajeadora manual,10/1/2016,,Opcional,No
53131702,Máquina masajeadora,10/1/2016,,Opcional,No
53131800,Accesorios y materiales para equipo de tatuajes,10/1/2016,,Opcional,No
53131801,Tinta para tatuajes,10/1/2016,,Opcional,No
53131802,Aguja para tatuajes,10/1/2016,,Opcional,No
53141500,Afianzadores de costura,10/1/2016,,Opcional,No
53141501,Alfileres rectos,10/1/2016,,Opcional,No
53141502,Imperdibles,10/1/2016,,Opcional,No
53141503,Cremalleras,10/1/2016,,Opcional,No
53141504,Hebillas,10/1/2016,,Opcional,No
53141505,Botones,10/1/2016,,Opcional,No
53141506,Cierres,10/1/2016,,Opcional,No
53141507,Broches,10/1/2016,,Opcional,No
53141508,Remaches para ropa,10/1/2016,,Opcional,No
53141600,Suministros de costura variados,10/1/2016,,Opcional,No
53141601,Alfileteros,10/1/2016,,Opcional,No
53141602,Kits de costura,10/1/2016,,Opcional,No
53141603,Dedales,10/1/2016,,Opcional,No
53141604,Patrones de costura,10/1/2016,,Opcional,No
53141605,Agujas de costura,10/1/2016,,Opcional,No
53141606,Bobinas o sujeta bobinas,10/1/2016,,Opcional,No
53141607,Indicadores de costura,10/1/2016,,Opcional,No
53141608,Aguja pasa cintas,10/1/2016,,Opcional,No
53141609,Pasa presillas,10/1/2016,,Opcional,No
53141610,Sujetadores de tiza para sastres o textiles,10/1/2016,,Opcional,No
53141611,Marcadores de textiles o lápices para textiles o tiza para textiles,10/1/2016,,Opcional,No
53141612,Rueda aserrada seguidora de patrones,10/1/2016,,Opcional,No
53141613,Papel calcante,10/1/2016,,Opcional,No
53141614,Agujas de bordado,10/1/2016,,Opcional,No
53141615,Agujas de tejer,10/1/2016,,Opcional,No
53141616,Lanzaderas para telares,10/1/2016,,Opcional,No
53141617,Lanzaderas para tejidos de algodón,10/1/2016,,Opcional,No
53141618,Lienzo para bordar,10/1/2016,,Opcional,No
53141619,Varas magnéticas,10/1/2016,,Opcional,No
53141620,Corta costuras,10/1/2016,,Opcional,No
53141621,Enhebrador de agujas,10/1/2016,,Opcional,No
53141622,Regla para sastrería,10/1/2016,,Opcional,No
53141623,Refuerzo o cerrado líquido para hilo,10/1/2016,,Opcional,No
53141624,Textiles o agujas para punto de cruz,10/1/2016,,Opcional,No
53141625,Diseños para punto de cruz,10/1/2016,,Opcional,No
53141626,Aro para bordado,10/1/2016,,Opcional,No
53141627,Agujas de croché,10/1/2016,,Opcional,No
53141628,Herramientas para hilvanar acolchados,10/1/2016,,Opcional,No
53141629,Alfileres para acolchados,10/1/2016,,Opcional,No
53141630,Tableros o almohadillas para cortar patrones,10/1/2016,,Opcional,No
54101500,Joyería fina,10/1/2016,,Opcional,No
54101501,Cadenas de oro o plata o platino,10/1/2016,,Opcional,No
54101502,Collares de joyería fina,10/1/2016,,Opcional,No
54101503,Anillos de  joyería fina,10/1/2016,,Opcional,No
54101504,Aretes de joyería fina,10/1/2016,,Opcional,No
54101505,Joyas finas para el cuerpo,10/1/2016,,Opcional,No
54101506,Brazaletes de joyería fina,10/1/2016,,Opcional,No
54101507,Tiaras,10/1/2016,,Opcional,No
54101508,Revestimientos de joyería fina para reducir el tamaño de un anillo,10/1/2016,,Opcional,No
54101509,Mancornas de joyería fina,10/1/2016,,Opcional,No
54101510,Mariposas para aretes de joyería fina,10/1/2016,,Opcional,No
54101511,Prendedores de joyería fina,10/1/2016,,Opcional,No
54101512,Aros de prendedores para pasar cadenas de joyería fina,10/1/2016,,Opcional,No
54101513,Pisacorbatas,10/1/2016,,Opcional,No
54101600,Bisutería,10/1/2016,,Opcional,No
54101601,Brazaletes,10/1/2016,,Opcional,No
54101602,Collares,10/1/2016,,Opcional,No
54101603,Anillos,10/1/2016,,Opcional,No
54101604,Aretes,10/1/2016,,Opcional,No
54101605,Joyas para el cuerpo,10/1/2016,,Opcional,No
54101700,Herramientas y materiales de joyería,10/1/2016,,Opcional,No
54101701,Compuestos conservantes,10/1/2016,,Opcional,No
54101702,Bloques para producir hemisferios (“dapping punches”),10/1/2016,,Opcional,No
54101703,Molinos de alambre,10/1/2016,,Opcional,No
54101704,Mandriles para joyería,10/1/2016,,Opcional,No
54101705,Medidores de tamaño para anillos,10/1/2016,,Opcional,No
54101706,Materiales o accesorios plásticos amigables maleables a bajas temperaturas,10/1/2016,,Opcional,No
54111500,Relojes de pulsera o bolsillo,10/1/2016,,Opcional,No
54111501,Relojes de pulso,10/1/2016,,Opcional,No
54111502,Relojes de bolsillo,10/1/2016,,Opcional,No
54111503,Relojes cronómetros,10/1/2016,,Opcional,No
54111504,Cronómetros marinos,10/1/2016,,Opcional,No
54111505,Relojes para bucear,10/1/2016,,Opcional,No
54111600,Relojes de pared o de mesa,10/1/2016,,Opcional,No
54111601,Relojes de pared,10/1/2016,,Opcional,No
54111602,Relojes de mesa o repisa,10/1/2016,,Opcional,No
54111603,Relojes verticales,10/1/2016,,Opcional,No
54111604,Relojes de arena,10/1/2016,,Opcional,No
54111605,Relojes maestros electrónicos,10/1/2016,,Opcional,No
54111606,Relojes esclavos electrónicos,10/1/2016,,Opcional,No
54111700,Piezas de relojes de pulsera o de pared o pie o accesorios,10/1/2016,,Opcional,No
54111701,Manecillas para reloj,10/1/2016,,Opcional,No
54111702,Cristales para reloj,10/1/2016,,Opcional,No
54111703,Placas o puentes para relojes,10/1/2016,,Opcional,No
54111704,Correas o bandas o pulseras para relojes,10/1/2016,,Opcional,No
54111705,Estuches para relojes,10/1/2016,,Opcional,No
54111706,Sujetadores para relojes,10/1/2016,,Opcional,No
54111707,Abre estuches para relojes,10/1/2016,,Opcional,No
54111708,Péndulos para relojes,10/1/2016,,Opcional,No
54111709,Kits para reparar relojes,10/1/2016,,Opcional,No
54121500,Piedras preciosas,10/1/2016,,Opcional,No
54121501,Diamantes,10/1/2016,,Opcional,No
54121502,Esmeraldas,10/1/2016,,Opcional,No
54121503,Rubíes,10/1/2016,,Opcional,No
54121504,Zafiros,10/1/2016,,Opcional,No
54121600,Piedras semipreciosas,10/1/2016,,Opcional,No
54121601,Granates,10/1/2016,,Opcional,No
54121602,Jades,10/1/2016,,Opcional,No
54121603,Ópalos,10/1/2016,,Opcional,No
54121700,Perlas,10/1/2016,,Opcional,No
54121701,Perlas cultivadas,10/1/2016,,Opcional,No
54121702,Perlas naturales,10/1/2016,,Opcional,No
54121800,Piedras preciosas o semipreciosas industriales,10/1/2016,,Opcional,No
54121801,Diamantes industriales,10/1/2016,,Opcional,No
54121802,Granates industriales,10/1/2016,,Opcional,No
55101500,Publicaciones impresas,10/1/2016,,Opcional,No
55101501,Cartas de navegación o atlas o mapas,10/1/2016,,Opcional,No
55101502,Directorios,10/1/2016,,Opcional,No
55101503,Catálogos,10/1/2016,,Opcional,No
55101504,Periódicos,10/1/2016,,Opcional,No
55101505,Historietas cómicas,10/1/2016,,Opcional,No
55101506,Revistas,10/1/2016,,Opcional,No
55101507,Libros para pintar o colorear o ilustrar para niños,10/1/2016,,Opcional,No
55101509,Textos educacionales o vocacionales,10/1/2016,,Opcional,No
55101510,Libros para entretenimiento,10/1/2016,,Opcional,No
55101513,Tarjetas para intercambiar,10/1/2016,,Opcional,No
55101514,Partituras,10/1/2016,,Opcional,No
55101515,Material promocional o reportes anuales,10/1/2016,,Opcional,No
55101516,Manuales operativos o de instrucciones,10/1/2016,,Opcional,No
55101517,Dibujos dimensionales o de tolerancia,10/1/2016,,Opcional,No
55101518,Diagramas o dibujos técnicos,10/1/2016,,Opcional,No
55101519,Publicaciones periódicas,10/1/2016,,Opcional,No
55101520,Hojas o folletos de instrucciones,10/1/2016,,Opcional,No
55101521,Manuales de propietario o usuario,10/1/2016,,Opcional,No
55101522,Globos terrestres o celestes,10/1/2016,,Opcional,No
55101523,Libros de ejercicios,10/1/2016,,Opcional,No
55101524,Libros de referencia,10/1/2016,,Opcional,No
55101525,Enciclopedias,10/1/2016,,Opcional,No
55101526,Diccionarios,10/1/2016,,Opcional,No
55101527,Cancioneros,10/1/2016,,Opcional,No
55101528,Libros religiosos,10/1/2016,,Opcional,No
55101529,Chequeras o libretas de cuentas,10/1/2016,,Opcional,No
55101530,Libros de códigos,10/1/2016,,Opcional,No
55101531,Códigos (legales),10/1/2016,,Opcional,No
55101532,Álbumes de graduación o anuarios,10/1/2016,,Opcional,No
55111500,Publicaciones electrónicas y música,10/1/2016,,Opcional,No
55111501,Directorios electrónicos,10/1/2016,,Opcional,No
55111502,Diccionarios electrónicos,10/1/2016,,Opcional,No
55111503,Enciclopedias electrónicas,10/1/2016,,Opcional,No
55111504,Catálogos electrónicos,10/1/2016,,Opcional,No
55111505,Libros en cintas o en discos compactos,10/1/2016,,Opcional,No
55111506,Revistas electrónicas,10/1/2016,,Opcional,No
55111507,Periódicos electrónicos,10/1/2016,,Opcional,No
55111508,Cartas de navegación o mapas o atlas electrónicos,10/1/2016,,Opcional,No
55111509,Música de fondo,10/1/2016,,Opcional,No
55111510,Películas de cine en celuloide,10/1/2016,,Opcional,No
55111511,Películas de cine en video cinta,10/1/2016,,Opcional,No
55111512,Música en cintas o discos compactos,10/1/2016,,Opcional,No
55111513,Textos electrónicos educacionales o vocacionales,10/1/2016,,Opcional,No
55111514,Películas de cine en discos de video digital dvd,10/1/2016,,Opcional,No
55111515,Audio cinta de material educacional,10/1/2016,,Opcional,No
55111600,Material de referencia de software electrónico,10/1/2016,,Opcional,No
55111601,Documentación de software o manuales de usuario electrónicos,10/1/2016,,Opcional,No
55121500,Rótulos,10/1/2016,,Opcional,No
55121501,Etiquetas para el equipaje,10/1/2016,,Opcional,No
55121502,Etiquetas de seguridad,10/1/2016,,Opcional,No
55121503,Etiquetas de identificación,10/1/2016,,Opcional,No
55121504,Etiquetas para llaves,10/1/2016,,Opcional,No
55121505,Porta etiquetas o accesorios,10/1/2016,,Opcional,No
55121506,Etiquetas de precio,10/1/2016,,Opcional,No
55121507,Etiquetas de bolsas de té o café,10/1/2016,,Opcional,No
55121600,Etiquetas,10/1/2016,,Opcional,No
55121601,Kits para remover etiquetas,10/1/2016,,Opcional,No
55121602,Etiquetas para ropa,10/1/2016,,Opcional,No
55121604,Etiquetas para latas o botellas,10/1/2016,,Opcional,No
55121605,Etiquetas de direcciones o de correo,10/1/2016,,Opcional,No
55121606,Etiquetas auto adhesivas,10/1/2016,,Opcional,No
55121607,Calcomanías,10/1/2016,,Opcional,No
55121608,Etiquetas de códigos de barra,10/1/2016,,Opcional,No
55121609,Etiquetas para paquetes,10/1/2016,,Opcional,No
55121610,Etiquetas numeradas consecutivamente,10/1/2016,,Opcional,No
55121611,Cintas para hacer etiquetas,10/1/2016,,Opcional,No
55121612,Etiquetas para impresoras,10/1/2016,,Opcional,No
55121613,Etiquetas de códigos de color,10/1/2016,,Opcional,No
55121614,Etiquetas removibles,10/1/2016,,Opcional,No
55121615,Puntos o flechas adhesivas,10/1/2016,,Opcional,No
55121616,Banderas auto adhesivas,10/1/2016,,Opcional,No
55121617,Protectores de etiquetas,10/1/2016,,Opcional,No
55121618,Porta etiquetas,10/1/2016,,Opcional,No
55121619,Etiquetas no adhesivas,10/1/2016,,Opcional,No
55121620,Etiquetas multipropósito,10/1/2016,,Opcional,No
55121621,Sellos notariales,10/1/2016,,Opcional,No
55121622,Etiquetas criogénicas,10/1/2016,,Opcional,No
55121700,Señalización,10/1/2016,,Opcional,No
55121701,Placas con inscripción metálicas,10/1/2016,,Opcional,No
55121702,Placas con inscripción no metálicas,10/1/2016,,Opcional,No
55121703,Señales iluminadas,10/1/2016,,Opcional,No
55121704,Señales de seguridad,10/1/2016,,Opcional,No
55121705,Señales auto adhesivas,10/1/2016,,Opcional,No
55121706,Pancartas,10/1/2016,,Opcional,No
55121707,Señales magnéticas,10/1/2016,,Opcional,No
55121708,Señales de neón,10/1/2016,,Opcional,No
55121710,Signos de tráfico,10/1/2016,,Opcional,No
55121712,Señales direccionales,10/1/2016,,Opcional,No
55121713,Señales de punto de venta,10/1/2016,,Opcional,No
55121714,Pendones,10/1/2016,,Opcional,No
55121715,Banderas o accesorios,10/1/2016,,Opcional,No
55121716,Señales de madera,10/1/2016,,Opcional,No
55121717,Placas de identificación de máquinas,10/1/2016,,Opcional,No
55121718,Señales informativas,10/1/2016,,Opcional,No
55121719,Componentes de señalización,10/1/2016,,Opcional,No
55121720,Emblemas,10/1/2016,,Opcional,No
55121721,Caracteres de señalización,10/1/2016,,Opcional,No
55121725,Kits de señalización,10/1/2016,,Opcional,No
55121726,Paneles de identificación,10/1/2016,,Opcional,No
55121728,Cubiertas de señales,10/1/2016,,Opcional,No
55121729,Indicadores,10/1/2016,,Opcional,No
55121730,Señales de accidente,10/1/2016,,Opcional,No
55121731,Marcadores de identificación,10/1/2016,,Opcional,No
55121732,Divisores de tamaño,10/1/2016,,Opcional,No
55121733,Señales en blanco,10/1/2016,,Opcional,No
55121734,Láminas de material para señales,10/1/2016,,Opcional,No
55121735,Señales temporales,10/1/2016,,Opcional,No
55121800,Documentos de identificación,10/1/2016,,Opcional,No
55121801,Discos de impuestos de vehículos,10/1/2016,,Opcional,No
55121802,Tarjetas o bandas de identificación o productos similares,10/1/2016,,Opcional,No
55121803,Pasaportes,10/1/2016,,Opcional,No
55121804,Gafetes o porta gafetes,10/1/2016,,Opcional,No
55121806,Kits de bandas de identificación personal o accesorios,10/1/2016,,Opcional,No
55121807,Porta productos de identificación o accesorios,10/1/2016,,Opcional,No
55121808,Clip para gafete,10/1/2016,,Opcional,No
55121900,Señalizaciones,10/1/2016,,Opcional,No
55121901,Columnas de publicidad,10/1/2016,,Opcional,No
55121902,Stands o puestos,10/1/2016,,Opcional,No
55121903,Señales de mensajes portátiles,10/1/2016,,Opcional,No
55121904,Carteleras,10/1/2016,,Opcional,No
55121905,Astas o partes o accesorios,10/1/2016,,Opcional,No
55121906,Stands para banderas,10/1/2016,,Opcional,No
55121907,Tableros de avisos,10/1/2016,,Opcional,No
55121908,Soportes o stands para señales,10/1/2016,,Opcional,No
56101500,Muebles,10/1/2016,,Opcional,No
56101501,Stands,10/1/2016,,Opcional,No
56101502,Sofás,10/1/2016,,Opcional,No
56101503,Armarios para abrigos,10/1/2016,,Opcional,No
56101504,Asientos,10/1/2016,,Opcional,No
56101505,Centros de entretenimiento,10/1/2016,,Opcional,No
56101506,Futones,10/1/2016,,Opcional,No
56101507,Bibliotecas,10/1/2016,,Opcional,No
56101508,Colchones o sets para dormir,10/1/2016,,Opcional,No
56101509,Vestidores o armarios,10/1/2016,,Opcional,No
56101510,Divisiones,10/1/2016,,Opcional,No
56101513,Cunas o accesorios,10/1/2016,,Opcional,No
56101514,Taburetes,10/1/2016,,Opcional,No
56101515,Camas,10/1/2016,,Opcional,No
56101516,Cómodas,10/1/2016,,Opcional,No
56101518,Estanterías de pared,10/1/2016,,Opcional,No
56101519,Mesas,10/1/2016,,Opcional,No
56101520,Casilleros (“lockers”),10/1/2016,,Opcional,No
56101521,Cabeceras o pies de cama,10/1/2016,,Opcional,No
56101522,Sillas de brazos,10/1/2016,,Opcional,No
56101523,Paragüeros o soportes para paraguas,10/1/2016,,Opcional,No
56101524,Mesas de plancha,10/1/2016,,Opcional,No
56101525,Forros para mesas de plancha,10/1/2016,,Opcional,No
56101526,Bar refrigerador,10/1/2016,,Opcional,No
56101527,Secadores de linos tipo hogar,10/1/2016,,Opcional,No
56101528,Plantas artificiales,10/1/2016,,Opcional,No
56101529,Revisteros,10/1/2016,,Opcional,No
56101530,Gabinetes de almacenamiento,10/1/2016,,Opcional,No
56101531,Zapateras,10/1/2016,,Opcional,No
56101532,Set de muebles,10/1/2016,,Opcional,No
56101533,Descansa brazos,10/1/2016,,Opcional,No
56101535,Mesas de ruedas,10/1/2016,,Opcional,No
56101536,Trípodes para instrumentos,10/1/2016,,Opcional,No
56101537,Tocadores,10/1/2016,,Opcional,No
56101538,Mesas o bufetes para el comedor,10/1/2016,,Opcional,No
56101539,Armazones o partes o accesorios para camas,10/1/2016,,Opcional,No
56101540,Solterones,10/1/2016,,Opcional,No
56101541,Ventiladores de colchones,10/1/2016,,Opcional,No
56101542,Asientos plegables,10/1/2016,,Opcional,No
56101543,Mesa de comedor,10/1/2016,,Opcional,No
56101544,Espejos,10/1/2016,,Opcional,No
56101545,Espejos decorativos,10/1/2016,,Opcional,No
56101600,Muebles para el exterior,10/1/2016,,Opcional,No
56101601,Paraguas para jardín,10/1/2016,,Opcional,No
56101602,Sillas para jardín,10/1/2016,,Opcional,No
56101603,Mesas para jardín o mesas para picnic,10/1/2016,,Opcional,No
56101604,Columpios para jardín,10/1/2016,,Opcional,No
56101605,Bancos para jardín,10/1/2016,,Opcional,No
56101606,Materas,10/1/2016,,Opcional,No
56101607,Secadora de ropa para exteriores,10/1/2016,,Opcional,No
56101608,Estantes para bicicletas,10/1/2016,,Opcional,No
56101609,Macetas de arcilla,10/1/2016,,Opcional,No
56101610,Soportes para macetas,10/1/2016,,Opcional,No
56101700,Muebles de oficina,10/1/2016,,Opcional,No
56101701,Cajoneras o estanterías,10/1/2016,,Opcional,No
56101702,Gabinetes de archivo o accesorios,10/1/2016,,Opcional,No
56101703,Escritorios,10/1/2016,,Opcional,No
56101704,Bases para mesas,10/1/2016,,Opcional,No
56101705,Vitrinas,10/1/2016,,Opcional,No
56101706,Mesas de conferencia,10/1/2016,,Opcional,No
56101707,Mesas de dibujo,10/1/2016,,Opcional,No
56101708,Archivadores móviles,10/1/2016,,Opcional,No
56101710,Carritos o soportes para proyectores,10/1/2016,,Opcional,No
56101711,Conectores de muebles modulares,10/1/2016,,Opcional,No
56101712,Pedestales,10/1/2016,,Opcional,No
56101713,Puestos (mesas) laterales de escritorios,10/1/2016,,Opcional,No
56101714,Estantes para carpetas de información,10/1/2016,,Opcional,No
56101715,Organizadores o clasificadores de correspondencia,10/1/2016,,Opcional,No
56101716,Gavetas organizadoras para el escritorio,10/1/2016,,Opcional,No
56101717,Eleva mesas,10/1/2016,,Opcional,No
56101718,Estantes para periódicos,10/1/2016,,Opcional,No
56101719,Mesas auxiliares,10/1/2016,,Opcional,No
56101800,Accesorios y muebles de bebé y niño,10/1/2016,,Opcional,No
56101803,Coches de bebé,10/1/2016,,Opcional,No
56101804,Cunas o corrales o accesorios,10/1/2016,,Opcional,No
56101805,Asientos de bebé para el carro,10/1/2016,,Opcional,No
56101806,Asientos de comer (para bebés) o accesorios,10/1/2016,,Opcional,No
56101807,Asientos rebotadores para bebés,10/1/2016,,Opcional,No
56101808,Columpios o rebotadores o accesorios,10/1/2016,,Opcional,No
56101809,Micas o bacinillas,10/1/2016,,Opcional,No
56101810,Bañeras o tinas para bebés,10/1/2016,,Opcional,No
56101811,Cunas,10/1/2016,,Opcional,No
